DATE,EVENT,TIME OF EVENT,TIMEFRAME,EVENT BOARDINGS,DAY OF EVENT RIDERSHIP,AVERAGE MONTHLY DAILY RIDERSHIP
"Sunday, September 15, 2024",Houston Texans vs Chicago Bears,7:20:00 PM,5:20 PM -11:50 PM," 6,096 "," 26,501 "," 17,333 "
