DATE,EVENT,TIME OF EVENT,TIMEFRAME,EVENT BOARDINGS,DAY OF EVENT RIDERSHIP,AVERAGE MONTHLY DAILY RIDERSHIP
"Saturday, January 11, 2025",Houston Texans vs Los Angelers Chargers (Playoffs),3:30:00 PM,1:30 PM - 8:00 PM," 6,539 "," 24,631 "," 16,898 "
