DATE,EVENT,TIME OF EVENT,TIMEFRAME,EVENT BOARDINGS,DAY OF EVENT RIDERSHIP,AVERAGE MONTHLY DAILY RIDERSHIP
"Monday, January 8, 2024",College Football Playoff National Championship,6:30:00 PM,4:30 PM - 11:00 PM," 3,866 "," 40,018 "," 32,476 "
