DATE,EVENT,TIME OF EVENT,TIMEFRAME,EVENT BOARDINGS,DAY OF EVENT RIDERSHIP,AVERAGE MONTHLY DAILY RIDERSHIP
"Saturday, March 8, 2025",Houston Rodeo,5:00:00 PM,3:00 PM - 9:30 PM," 6,549 "," 41,196 "," 19,393 "
