DATE,EVENT,TIME OF EVENT,TIMEFRAME,EVENT BOARDINGS,DAY OF EVENT RIDERSHIP,AVERAGE MONTHLY DAILY RIDERSHIP
"Saturday, June 28, 2025",Beyonce Concert,7:00:00 PM,5:00 PM - 11:30 PM," 5,307 "," 31,932 ", -   
