DATE,EVENT,TIME OF EVENT,TIMEFRAME,EVENT BOARDINGS,DAY OF EVENT RIDERSHIP,AVERAGE MONTHLY DAILY RIDERSHIP
"Wednesday, December 27, 2023",Texas Bowl (Oklahoma vs Texas A&M),8:00:00 PM,6:00 PM - 12:30 AM ," 1,630 "," 31,515 "," 32,417 "
